domain,probe_index,target_words,probe,target,fact,raw_knowledge_statement,contextualized_question
Pancreatopleural_fistula_in_childhood,97,9,"According to the case report ""Pancreatopleural fistula in childhood"", hepatic hydrothorax was considered and then ruled out during the differential diagnosis of this child's pleural effusion because", the liver function tests and liver imaging were normal,"According to the case report ""Pancreatopleural fistula in childhood"", hepatic hydrothorax was considered and then ruled out during the differential diagnosis of this child's pleural effusion because the liver function tests and liver imaging were normal","Hepatic hydrothorax was ruled out as the liver function tests and liver imaging were normal, and the child did not have any history of chronic liver disease.","According to the case report ""Pancreatopleural fistula in childhood"", hepatic hydrothorax was considered and then ruled out during the differential diagnosis of this child’s pleural effusion. What liver evaluation findings supported ruling out hepatic hydrothorax?"
Pancreatopleural_fistula_in_childhood,98,11,"In the case report ""Pancreatopleural fistula in childhood"", hepatic hydrothorax was ruled out because the liver function tests and liver imaging were normal, and", the child did not have any history of chronic liver disease.,"In the case report ""Pancreatopleural fistula in childhood"", hepatic hydrothorax was ruled out because the liver function tests and liver imaging were normal, and the child did not have any history of chronic liver disease.","Hepatic hydrothorax was ruled out as the liver function tests and liver imaging were normal, and the child did not have any history of chronic liver disease.","According to the case report ""Pancreatopleural fistula in childhood"", hepatic hydrothorax was ruled out because the liver function tests and liver imaging were normal. What relevant medical history was absent in this child at that time?"
Pancreatopleural_fistula_in_childhood,101,14,"According to the case report ""Pancreatopleural fistula in childhood"", during the third episode of admission, after a right intercostal drain (ICD) was inserted under aseptic precautions,", around one litre of blood-stained pleural fluid was again drained in the ICD bag,"According to the case report ""Pancreatopleural fistula in childhood"", during the third episode of admission, after a right intercostal drain (ICD) was inserted under aseptic precautions, around one litre of blood-stained pleural fluid was again drained in the ICD bag","On the third episode of admission, an ICD was inserted under all aseptic precautions on the right side and around one litre of blood-stained pleural fluid was again drained in the ICD bag.","According to the case report ""Pancreatopleural fistula in childhood"", during the third episode of admission, after a right intercostal drain (ICD) was inserted under aseptic precautions, approximately how much blood-stained pleural fluid was drained into the ICD bag?"
Pancreatopleural_fistula_in_childhood,102,10,"In the case report ""Pancreatopleural fistula in childhood"", after the child developed pancreatopleural fistula with recurrent blood-stained pleural effusions and conservative management was chosen first, he was kept nil per oral and was started on", Octreotide infusion in the following dose 30 µg/kg/day (10–40 µg/kg/day).,"In the case report ""Pancreatopleural fistula in childhood"", after the child developed pancreatopleural fistula with recurrent blood-stained pleural effusions and conservative management was chosen first, he was kept nil per oral and was started on Octreotide infusion in the following dose 30 µg/kg/day (10–40 µg/kg/day).","Conservative treatment being opted for first, the child was put nil per oral and was started on Octreotide infusion in the following dose 30 µg/kg/day (10–40 µg/kg/day).","In the case report ""Pancreatopleural fistula in childhood"", conservative management was chosen first after the child developed pancreatopleural fistula with recurrent blood-stained pleural effusions. During this initial conservative treatment, he was kept nil per oral and started on what medication infusion?"
Pancreatopleural_fistula_in_childhood,106,13,"According to the case report ""Pancreatopleural fistula in childhood,"" pancreatopleural fistula (PPF) is", an extremely rare and infrequent complication of pancreatic disease in the paediatric population.,"According to the case report ""Pancreatopleural fistula in childhood,"" pancreatopleural fistula (PPF) is an extremely rare and infrequent complication of pancreatic disease in the paediatric population.",PPF is an extremely rare and infrequent complication of pancreatic disease in the paediatric population.,"According to the case report ""Pancreatopleural fistula in childhood"", how is pancreatopleural fistula (PPF) described in relation to pancreatic disease in the paediatric population?"
Pancreatopleural_fistula_in_childhood,109,10,"In the case report ""Pancreatopleural fistula in childhood"", the discussion notes a genetic association with paediatric chronic pancreatitis, and the mutations that feature prominently and account for up to 30% of paediatric chronic pancreatitis cases are", Serine peptidase inhibitor Kazal type 1 (SPINK1) and PRSS1 mutations,"In the case report ""Pancreatopleural fistula in childhood"", the discussion notes a genetic association with paediatric chronic pancreatitis, and the mutations that feature prominently and account for up to 30% of paediatric chronic pancreatitis cases are Serine peptidase inhibitor Kazal type 1 (SPINK1) and PRSS1 mutations","Serine peptidase inhibitor Kazal type 1 (SPINK1) and PRSS1 mutations feature prominently, accounting for up to 30% of paediatric chronic pancreatitis.","In the case report ""Pancreatopleural fistula in childhood"", the discussion notes a genetic association with paediatric chronic pancreatitis. Which mutations feature prominently and account for up to 30% of paediatric chronic pancreatitis cases?"
Pancreatopleural_fistula_in_childhood,133,9,"According to the case report ""Pancreatopleural fistula in childhood"", in the discussion of adult pancreatopleural fistula cases, the landmark study reported that", 99% of cases were related to chronic alcoholic pancreatitis,"According to the case report ""Pancreatopleural fistula in childhood"", in the discussion of adult pancreatopleural fistula cases, the landmark study reported that 99% of cases were related to chronic alcoholic pancreatitis","This landmark study revealed that 99% of cases were related to chronic alcoholic pancreatitis, with chest symptoms predominating in 68% of patients.","According to the case report ""Pancreatopleural fistula in childhood"", in the discussion of adult pancreatopleural fistula cases, what proportion of cases were reported in the landmark study to be related to chronic alcoholic pancreatitis?"
Pancreatopleural_fistula_in_childhood,135,9,"According to the case report ""Pancreatopleural fistula in childhood"", in children,", genetic causes predominate in the causation of chronic pancreatitis.,"According to the case report ""Pancreatopleural fistula in childhood"", in children, genetic causes predominate in the causation of chronic pancreatitis.","On the contrary, in children, genetic causes predominate in the causation of chronic pancreatitis.","According to the case report ""Pancreatopleural fistula in childhood"", what causes predominate in the causation of chronic pancreatitis in children?"
TAVinTAVinTAV_after_treated_endocarditis_procedural_strategy,3,9,"In the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome,"" evidence regarding serial transcatheter valve reinterventions is described as being particularly limited in", patients with a history of prosthetic valve endocarditis (PVE).,"In the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome,"" evidence regarding serial transcatheter valve reinterventions is described as being particularly limited in patients with a history of prosthetic valve endocarditis (PVE).","Evidence regarding serial transcatheter valve reinterventions remains limited, particularly in patients with a history of prosthetic valve endocarditis (PVE).","According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", evidence regarding serial transcatheter valve reinterventions is described as being particularly limited in which group of patients?"
TAVinTAVinTAV_after_treated_endocarditis_procedural_strategy,74,9,"During the June 2024 transthoracic echocardiography assessment of severe prosthetic valve dysfunction in the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", the aortic valve area (AVA) was calculated using the continuity equation based on", left ventricular outflow tract measurements and Doppler-derived velocity-time integrals,"During the June 2024 transthoracic echocardiography assessment of severe prosthetic valve dysfunction in the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", the aortic valve area (AVA) was calculated using the continuity equation based on left ventricular outflow tract measurements and Doppler-derived velocity-time integrals","The AVA was calculated using the continuity equation, based on left ventricular outflow tract measurements and Doppler-derived velocity-time integrals.","In the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", during the June 2024 transthoracic echocardiography assessment of severe prosthetic valve dysfunction, the aortic valve area (AVA) was calculated using the continuity equation. What measurements was this calculation based on?"
TAVinTAVinTAV_after_treated_endocarditis_procedural_strategy,84,10,"In the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", the third transcatheter aortic valve intervention (TAV-in-TAV-in-TAV) after prior TAVI procedures and treated endocarditis was performed under", local anaesthesia using left radial and left femoral arterial access.,"In the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", the third transcatheter aortic valve intervention (TAV-in-TAV-in-TAV) after prior TAVI procedures and treated endocarditis was performed under local anaesthesia using left radial and left femoral arterial access.",The procedure was performed under local anaesthesia using left radial and left femoral arterial access.,"In the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", the patient underwent the third transcatheter aortic valve intervention (TAV-in-TAV-in-TAV) after prior TAVI procedures and treated endocarditis. According to the procedural description, what type of anaesthesia was used for this procedure?"
TAVinTAVinTAV_after_treated_endocarditis_procedural_strategy,108,11,"According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", the 2025 ESC guidelines emphasise that management in patients with prosthetic valve endocarditis should be"," individualised, taking into account infection control, surgical risk and anatomical feasibility.","According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", the 2025 ESC guidelines emphasise that management in patients with prosthetic valve endocarditis should be individualised, taking into account infection control, surgical risk and anatomical feasibility.","However, the guidelines emphasise that management should be individualised, taking into account infection control, surgical risk and anatomical feasibility.","According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", what do the 2025 ESC guidelines emphasise management should be in patients with prosthetic valve endocarditis, taking into account infection control, surgical risk and anatomical feasibility?"
TAVinTAVinTAV_after_treated_endocarditis_procedural_strategy,111,15,"According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", after the patient’s prosthetic valve endocarditis had been successfully treated and no active infection was present, the team decided in 2024 to proceed with a third transcatheter aortic valve intervention because surgery was considered prohibitive. The planned strategy for this third transcatheter intervention was based on", CT-confirmed feasibility of a strategy aimed at preserving coronary flow and achieving acceptable haemodynamic performance,"According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", after the patient’s prosthetic valve endocarditis had been successfully treated and no active infection was present, the team decided in 2024 to proceed with a third transcatheter aortic valve intervention because surgery was considered prohibitive. The planned strategy for this third transcatheter intervention was based on CT-confirmed feasibility of a strategy aimed at preserving coronary flow and achieving acceptable haemodynamic performance","Following successful treatment of PVE and in the absence of active infection, the decision to perform a third transcatheter intervention in 2024 was based on prohibitive surgical risk, complex anatomical considerations related to prior valve frames and CT-confirmed feasibility of a strategy aimed at preserving coronary flow and achieving acceptable haemodynamic performance.","According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", after the patient’s prosthetic valve endocarditis had been successfully treated and no active infection was present, the team decided in 2024 to proceed with a third transcatheter aortic valve intervention because surgery was considered prohibitive. What confirmed that the planned strategy for this third transcatheter intervention was feasible?"
TAVinTAVinTAV_after_treated_endocarditis_procedural_strategy,134,12,"According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", during the third transcatheter aortic valve implantation in a patient with multiple overlapping valve frames, commissural alignment was attempted, although", the cumulative mesh burden may still present challenges for future coronary interventions.,"According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", during the third transcatheter aortic valve implantation in a patient with multiple overlapping valve frames, commissural alignment was attempted, although the cumulative mesh burden may still present challenges for future coronary interventions.","Although commissural alignment was attempted, the cumulative mesh burden may still present challenges for future coronary interventions.","According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", the authors note that during the third transcatheter aortic valve implantation in a patient with multiple overlapping valve frames, commissural alignment was attempted. Despite this, what factor may still present challenges for future coronary interventions?"
TAVinTAVinTAV_after_treated_endocarditis_procedural_strategy,140,10,"According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", the off-label use of an Acurate neo2 prosthesis for the third transcatheter aortic valve procedure was performed under", institutional approval for off-label use of the Acurate neo2 prosthesis,"According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", the off-label use of an Acurate neo2 prosthesis for the third transcatheter aortic valve procedure was performed under institutional approval for off-label use of the Acurate neo2 prosthesis",The procedure was performed under institutional approval for off-label use of the Acurate neo2 prosthesis.,"According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", the third transcatheter aortic valve procedure used an Acurate neo2 prosthesis. Under what type of approval was this off-label use performed?"
